# material=polyimide density=-1
# Photon Energy [eV]  Attenuation Length [um]
8.467100e+03 1.405852e+03
8.535200e+03 1.445888e+03
8.603800e+03 1.477141e+03
8.673000e+03 1.515604e+03
8.742700e+03 1.552539e+03
8.813000e+03 1.590533e+03
8.883800e+03 1.634252e+03
8.955200e+03 1.673784e+03
9.027200e+03 1.722324e+03
9.099800e+03 1.760519e+03
9.172900e+03 1.800715e+03
9.246700e+03 1.847381e+03
9.321000e+03 1.893723e+03
9.395900e+03 1.941506e+03
9.471400e+03 1.994221e+03
9.547600e+03 2.034545e+03
9.624300e+03 2.086237e+03
9.701700e+03 2.140539e+03
9.779700e+03 2.192584e+03
9.858300e+03 2.247231e+03
9.937500e+03 2.302179e+03
1.001700e+04 2.356707e+03
1.009800e+04 2.420069e+03
1.017900e+04 2.474207e+03
1.026100e+04 2.537476e+03
1.034300e+04 2.604063e+03
1.042700e+04 2.668370e+03
1.051000e+04 2.729351e+03
1.059500e+04 2.804083e+03
1.068000e+04 2.865109e+03
1.076600e+04 2.941646e+03
1.085200e+04 3.006542e+03
1.094000e+04 3.088293e+03
1.102800e+04 3.129650e+03
1.111600e+04 3.226124e+03
1.120600e+04 3.314737e+03
1.129600e+04 3.394985e+03
1.138600e+04 3.468412e+03
1.147800e+04 3.564393e+03
1.157000e+04 3.657974e+03
1.166300e+04 3.740531e+03
1.175700e+04 3.838981e+03
1.185200e+04 3.933613e+03
1.194700e+04 4.021293e+03
1.204300e+04 4.105108e+03
1.214000e+04 4.208961e+03
1.223700e+04 4.318892e+03
1.233600e+04 4.414980e+03
1.243500e+04 4.507660e+03
1.253500e+04 4.559979e+03
1.263500e+04 4.730473e+03
1.273700e+04 4.790408e+03
1.283900e+04 4.966016e+03
1.294300e+04 5.045696e+03
1.304700e+04 5.201799e+03
1.315200e+04 5.301197e+03
1.325700e+04 5.459286e+03
1.336400e+04 5.580282e+03
1.347100e+04 5.664006e+03
1.358000e+04 5.837885e+03
1.368900e+04 5.985759e+03
1.379900e+04 6.096252e+03
1.391000e+04 6.241626e+03
1.402200e+04 6.410946e+03
1.413400e+04 6.537812e+03
1.424800e+04 6.647141e+03
1.436200e+04 6.830018e+03
1.447800e+04 6.976142e+03
1.459400e+04 7.123999e+03
1.471200e+04 7.280681e+03
1.483000e+04 7.474851e+03
1.494900e+04 7.617924e+03
1.506900e+04 7.794969e+03
1.519000e+04 7.919273e+03
1.531200e+04 8.149121e+03
1.543500e+04 8.317149e+03
1.556000e+04 8.458804e+03
1.568500e+04 8.680567e+03
1.581100e+04 8.917586e+03
1.593800e+04 8.997232e+03
1.606600e+04 9.122480e+03
1.619500e+04 9.209744e+03
1.632500e+04 9.603688e+03
1.645600e+04 9.793027e+03
1.658900e+04 9.989752e+03
1.672200e+04 1.009417e+04
1.685700e+04 1.020035e+04
1.699200e+04 1.063138e+04
1.712900e+04 1.086388e+04
1.726600e+04 1.110031e+04
1.740500e+04 1.123211e+04
1.754500e+04 1.136360e+04
1.768600e+04 1.149869e+04
1.782800e+04 1.190525e+04
1.797200e+04 1.219754e+04
1.811600e+04 1.234913e+04
1.826200e+04 1.265556e+04
1.840800e+04 1.282716e+04
1.855600e+04 1.299815e+04
1.870600e+04 1.334415e+04
1.885600e+04 1.352578e+04
1.900800e+04 1.390429e+04
1.916000e+04 1.410160e+04
1.931400e+04 1.427332e+04
1.947000e+04 1.449194e+04
1.962600e+04 1.471737e+04
1.978400e+04 1.506538e+04
1.994300e+04 1.518182e+04
2.010300e+04 1.565678e+04
2.026500e+04 1.590739e+04
2.042800e+04 1.616615e+04
2.059200e+04 1.643347e+04
2.075700e+04 1.665309e+04
2.092400e+04 1.695141e+04
2.109200e+04 1.726065e+04
2.126200e+04 1.758141e+04
2.143300e+04 1.758141e+04
2.160500e+04 1.791435e+04
2.177900e+04 1.824342e+04
2.195400e+04 1.858456e+04
2.213000e+04 1.893869e+04
2.230800e+04 1.893869e+04
2.248800e+04 1.930658e+04
2.266800e+04 1.968905e+04
2.285100e+04 1.998475e+04
2.303400e+04 1.979950e+04
2.322000e+04 2.019913e+04
2.340600e+04 2.062005e+04
2.359400e+04 2.062005e+04
2.378400e+04 2.105888e+04
2.397500e+04 2.105888e+04
2.416800e+04 2.151679e+04
2.436200e+04 2.199505e+04
2.455800e+04 2.219500e+04
2.475500e+04 2.249955e+04
2.495400e+04 2.249955e+04
2.515500e+04 2.307150e+04
2.535700e+04 2.307150e+04
2.556100e+04 2.367876e+04
2.576700e+04 2.367876e+04
2.597400e+04 2.431885e+04
2.618200e+04 2.431885e+04
2.639300e+04 2.431885e+04
2.660500e+04 2.474950e+04
2.681900e+04 2.474950e+04
2.703500e+04 2.537967e+04
2.725200e+04 2.537967e+04
2.747100e+04 2.537967e+04
2.769200e+04 2.604768e+04
2.791400e+04 2.604768e+04
2.813900e+04 2.675181e+04
2.836500e+04 2.675181e+04
2.859300e+04 2.675181e+04
2.882300e+04 2.675181e+04
2.905400e+04 2.749505e+04
2.928800e+04 2.749505e+04
2.952300e+04 2.749505e+04
2.976100e+04 2.828076e+04
3.000000e+04 2.828076e+04
