# material=Pt density=21.09
# Photon Energy [eV]  Attenuation Length [um]
1.214560e+04 2.789305e+00
1.229770e+04 2.886558e+00
1.245170e+04 2.987192e+00
1.260760e+04 3.091329e+00
1.276550e+04 3.208755e+00
1.292540e+04 3.322638e+00
1.308720e+04 3.436323e+00
1.325110e+04 3.553906e+00
1.327180e+04 3.568911e+00
1.327200e+04 2.570865e+00
1.341710e+04 2.639419e+00
1.358510e+04 2.720106e+00
1.375530e+04 2.803288e+00
1.388060e+04 2.865512e+00
1.388080e+04 2.558695e+00
1.392750e+04 2.579264e+00
1.410190e+04 2.656866e+00
1.427850e+04 2.736817e+00
1.434120e+04 2.765522e+00
1.440690e+04 2.808446e+00
1.458730e+04 2.898151e+00
1.477000e+04 2.990727e+00
1.495500e+04 3.086267e+00
1.514220e+04 3.184819e+00
1.533190e+04 3.286573e+00
1.552390e+04 3.394059e+00
1.571830e+04 3.506519e+00
1.591510e+04 3.622703e+00
1.611450e+04 3.742777e+00
1.631630e+04 3.866792e+00
1.652060e+04 3.994914e+00
1.672750e+04 4.127297e+00
1.693700e+04 4.264063e+00
1.714910e+04 4.405369e+00
1.736390e+04 4.551351e+00
1.758130e+04 4.702156e+00
1.780150e+04 4.857971e+00
1.802440e+04 5.018935e+00
1.825010e+04 5.185253e+00
1.847870e+04 5.357084e+00
1.871010e+04 5.534599e+00
1.894440e+04 5.717987e+00
1.918170e+04 5.907470e+00
1.942190e+04 6.103235e+00
1.966510e+04 6.305469e+00
1.991140e+04 6.514416e+00
2.016080e+04 6.730087e+00
2.041320e+04 6.952012e+00
2.066890e+04 7.181283e+00
2.092770e+04 7.418080e+00
2.118980e+04 7.662706e+00
2.145520e+04 7.915408e+00
2.172390e+04 8.176453e+00
2.199590e+04 8.446062e+00
2.227140e+04 8.724598e+00
2.255030e+04 9.012306e+00
2.283270e+04 9.309488e+00
2.311870e+04 9.617453e+00
2.340820e+04 9.936596e+00
2.370130e+04 1.026632e+01
2.399820e+04 1.060705e+01
2.429870e+04 1.095904e+01
2.460300e+04 1.132215e+01
2.491110e+04 1.169219e+01
2.522310e+04 1.207432e+01
2.553900e+04 1.246897e+01
2.585880e+04 1.287647e+01
2.618260e+04 1.329733e+01
2.651050e+04 1.375201e+01
2.684250e+04 1.422919e+01
2.717870e+04 1.472294e+01
2.751910e+04 1.523383e+01
2.786370e+04 1.576243e+01
2.821270e+04 1.630940e+01
2.856600e+04 1.687533e+01
2.892370e+04 1.746082e+01
2.928590e+04 1.806673e+01
2.965270e+04 1.869367e+01
3.000000e+04 1.929984e+01
